issue_type,issue_detail,columns_involved,CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,GENDER,DOB,CITY,SALARY
null_blank,Null values detected in column EMAIL,EMAIL,1001,Amit,Patel,,,,2017-03-17,Ahmedabad,520375
null_blank,Null values detected in column EMAIL,EMAIL,1041,Vijay,Sharma,,9876500040,,1970-07-13,Bangalore,109075
null_blank,Null values detected in column EMAIL,EMAIL,1081,Amit,Gupta,,9876500080,Female,2014-04-30,Delhi,85490
null_blank,Null values detected in column EMAIL,EMAIL,1121,Anjali,Sharma,,9876500120,Female,2000-11-02,Kolkata,731533
null_blank,Null values detected in column EMAIL,EMAIL,1161,Priya,Sharma,,9876500160,Other,2004-08-21,Delhi,94855
null_blank,Null values detected in column EMAIL,EMAIL,1201,Priya,Joshi,,,Other,2015-06-06,Mumbai,21143
null_blank,Null values detected in column EMAIL,EMAIL,1241,Sameer,Joshi,,9876500240,,1977-07-15,Chennai,627045
null_blank,Null values detected in column EMAIL,EMAIL,1281,Priya,Mehta,,9876500280,,2014-08-30,Pune,83364
null_blank,Null values detected in column EMAIL,EMAIL,1321,Priya,Kumar,,9876500320,Other,1999-05-15,Mumbai,64816
null_blank,Null values detected in column EMAIL,EMAIL,1361,Neha,Joshi,,9876500360,Female,2003-03-31,Delhi,761683
null_blank,Null values detected in column EMAIL,EMAIL,1401,Rakesh,Rao,,,Other,1991-06-22,Kolkata,68730
null_blank,Null values detected in column EMAIL,EMAIL,1441,Amit,Patel,,9876500440,Male,2005-10-01,Delhi,42141
null_blank,Null values detected in column EMAIL,EMAIL,1481,Neha,Verma,,9876500480,Other,1983-01-30,Kolkata,315453
null_blank,Null values detected in column EMAIL,EMAIL,1521,Neha,Sharma,,9876500520,Male,1976-03-18,Chennai,50140
null_blank,Null values detected in column EMAIL,EMAIL,1561,Neha,Joshi,,9876500560,,1982-11-23,Hyderabad,43504
null_blank,Null values detected in column EMAIL,EMAIL,1601,Rakesh,Reddy,,,,2016-01-11,Bangalore,914314
null_blank,Null values detected in column EMAIL,EMAIL,1641,Arjun,Sharma,,9876500640,Male,1971-12-07,Hyderabad,69050
null_blank,Null values detected in column EMAIL,EMAIL,1681,Kavya,Verma,,9876500680,Female,1971-04-01,Hyderabad,67118
null_blank,Null values detected in column EMAIL,EMAIL,1721,Anjali,Joshi,,9876500720,Male,1974-12-21,Chennai,901025
null_blank,Null values detected in column EMAIL,EMAIL,1761,Kavya,Rao,,9876500760,Male,2012-02-10,Mumbai,88902
null_blank,Null values detected in column EMAIL,EMAIL,1801,Arjun,Reddy,,,Male,1990-12-07,Kolkata,46003
null_blank,Null values detected in column EMAIL,EMAIL,1841,Amit,Rao,,9876500840,,1976-07-17,Hyderabad,635713
null_blank,Null values detected in column EMAIL,EMAIL,1881,Arjun,Rao,,9876500880,,1983-05-09,Bangalore,78432
null_blank,Null values detected in column EMAIL,EMAIL,1921,Sameer,Reddy,,9876500920,Female,invalid,Chennai,95583
null_blank,Null values detected in column EMAIL,EMAIL,1961,Vijay,Patel,,9876500960,Other,1995-09-09,Mumbai,1000000
null_blank,Null values detected in column EMAIL,EMAIL,2001,Arjun,Joshi,,,Female,2000-01-28,Pune,67075
null_blank,Null values detected in column EMAIL,EMAIL,2041,Vijay,Mehta,,9876501040,,1987-11-08,Bangalore,94644
null_blank,Null values detected in column EMAIL,EMAIL,2081,Sameer,Patel,,9876501080,Male,1993-06-22,Mumbai,752255
null_blank,Null values detected in column EMAIL,EMAIL,2121,Vijay,Sharma,,9876501120,,1971-06-29,Pune,44245
null_blank,Null values detected in column EMAIL,EMAIL,2161,Vijay,Gupta,,9876501160,Other,1983-05-03,Ahmedabad,40678
null_blank,Null values detected in column EMAIL,EMAIL,2201,Vijay,Singh,,,,1977-07-13,Ahmedabad,762470
null_blank,Null values detected in column EMAIL,EMAIL,2241,Priya,Rao,,9876501240,,2006-06-05,Pune,77538
null_blank,Null values detected in column EMAIL,EMAIL,2281,Arjun,Reddy,,9876501280,,2008-04-22,Pune,72662
null_blank,Null values detected in column EMAIL,EMAIL,2321,Arjun,Verma,,9876501320,Female,2019-03-11,Ahmedabad,617199
null_blank,Null values detected in column EMAIL,EMAIL,2361,Arjun,Rao,,9876501360,Male,2006-07-19,Delhi,67028
null_blank,Null values detected in column EMAIL,EMAIL,2401,Sneha,Rao,,,Male,1996-05-28,Kolkata,46645
null_blank,Null values detected in column EMAIL,EMAIL,2441,Sneha,Patel,,9876501440,Other,2004-10-16,Mumbai,625194
null_blank,Null values detected in column EMAIL,EMAIL,2481,Amit,Verma,,9876501480,,1977-02-01,Pune,37586
null_blank,Null values detected in column EMAIL,EMAIL,2521,Amit,Patel,,9876501520,,2012-04-17,Kolkata,95995
null_blank,Null values detected in column EMAIL,EMAIL,2561,Vijay,Kumar,,9876501560,,1990-11-10,Pune,674719
null_blank,Null values detected in column EMAIL,EMAIL,2601,Sameer,Mehta,,,Other,2019-04-08,Ahmedabad,83362
null_blank,Null values detected in column EMAIL,EMAIL,2641,Kavya,Mehta,,9876501640,,1995-06-15,Pune,115350
null_blank,Null values detected in column EMAIL,EMAIL,2681,Sameer,Mehta,,9876501680,Female,2012-05-13,Mumbai,636794
null_blank,Null values detected in column EMAIL,EMAIL,2721,Neha,Patel,,9876501720,Female,1976-06-01,Ahmedabad,70367
null_blank,Null values detected in column EMAIL,EMAIL,2761,Vijay,Verma,,9876501760,Male,1997-06-21,Pune,71620
null_blank,Null values detected in column EMAIL,EMAIL,2801,Kavya,Rao,,,Other,1994-03-15,Mumbai,430702
null_blank,Null values detected in column EMAIL,EMAIL,2841,Anjali,Singh,,9876501840,,2008-10-19,Delhi,58728
null_blank,Null values detected in column EMAIL,EMAIL,2881,Anjali,Kumar,,9876501880,,2008-12-15,Mumbai,85954
null_blank,Null values detected in column EMAIL,EMAIL,2921,Neha,Rao,,9876501920,,2015-07-10,Kolkata,615112
null_blank,Null values detected in column EMAIL,EMAIL,2961,Arjun,Kumar,,9876501960,Female,2013-10-09,Mumbai,47437
null_blank,Null values detected in column EMAIL,EMAIL,3001,Anjali,Gupta,,,,1971-11-09,Delhi,68450
null_blank,Null values detected in column EMAIL,EMAIL,3041,Kavya,Patel,,9876502040,,2015-02-20,Ahmedabad,739228
null_blank,Null values detected in column EMAIL,EMAIL,3081,Arjun,Verma,,9876502080,Other,1973-11-29,Bangalore,40108
null_blank,Null values detected in column EMAIL,EMAIL,3121,Neha,Patel,,9876502120,,1975-10-22,Mumbai,33704
null_blank,Null values detected in column EMAIL,EMAIL,3161,Rakesh,Verma,,9876502160,,2001-04-08,Ahmedabad,1000000
null_blank,Null values detected in column EMAIL,EMAIL,3201,Amit,Mehta,,,Other,2016-09-17,Delhi,49026
null_blank,Null values detected in column EMAIL,EMAIL,3241,Anjali,Joshi,,9876502240,,2002-12-02,Kolkata,89130
null_blank,Null values detected in column EMAIL,EMAIL,3281,Neha,Singh,,9876502280,,2006-12-05,Hyderabad,528364
null_blank,Null values detected in column EMAIL,EMAIL,3321,Rakesh,Patel,,9876502320,Other,2017-05-16,Delhi,80324
null_blank,Null values detected in column EMAIL,EMAIL,3361,Rakesh,Mehta,,9876502360,,invalid,Bangalore,68371
null_blank,Null values detected in column EMAIL,EMAIL,3401,Anjali,Sharma,,,Other,2010-08-23,Kolkata,592735
null_blank,Null values detected in column EMAIL,EMAIL,3441,Neha,Rao,,9876502440,,1974-01-06,Kolkata,52341
null_blank,Null values detected in column EMAIL,EMAIL,3481,Vijay,Kumar,,9876502480,Female,2007-09-07,Pune,67976
null_blank,Null values detected in column EMAIL,EMAIL,3521,Priya,Joshi,,9876502520,Other,1973-12-17,Bangalore,502964
null_blank,Null values detected in column EMAIL,EMAIL,3561,Sneha,Patel,,9876502560,Other,2009-08-27,Hyderabad,38291
null_blank,Null values detected in column EMAIL,EMAIL,3601,Priya,Joshi,,,Other,2018-11-03,Chennai,91624
null_blank,Null values detected in column EMAIL,EMAIL,3641,Vijay,Gupta,,9876502640,Other,2012-06-23,Pune,644281
null_blank,Null values detected in column EMAIL,EMAIL,3681,Arjun,Singh,,9876502680,Other,1973-06-17,Ahmedabad,59343
null_blank,Null values detected in column EMAIL,EMAIL,3721,Vijay,Rao,,9876502720,Female,2014-09-20,Hyderabad,44497
null_blank,Null values detected in column EMAIL,EMAIL,3761,Sameer,Patel,,9876502760,,2015-12-25,Delhi,930468
null_blank,Null values detected in column EMAIL,EMAIL,3801,Sameer,Mehta,,,Other,2017-01-30,Mumbai,79250
null_blank,Null values detected in column EMAIL,EMAIL,3841,Rakesh,Mehta,,9876502840,Female,2011-10-13,Kolkata,38016
null_blank,Null values detected in column EMAIL,EMAIL,3881,Kavya,Singh,,9876502880,Female,1987-07-10,Mumbai,378357
null_blank,Null values detected in column EMAIL,EMAIL,3921,Vijay,Reddy,,9876502920,Other,2019-02-15,Chennai,79084
null_blank,Null values detected in column EMAIL,EMAIL,3961,Sneha,Kumar,,9876502960,Female,1974-08-30,Delhi,57873
null_blank,Null values detected in column EMAIL,EMAIL,4001,Sneha,Singh,,,Male,1973-09-27,Delhi,786704
null_blank,Null values detected in column EMAIL,EMAIL,4041,Arjun,Rao,,9876503040,Male,2005-02-03,Ahmedabad,88275
null_blank,Null values detected in column EMAIL,EMAIL,4081,Priya,Gupta,,9876503080,,1998-09-11,Pune,94937
null_blank,Null values detected in column EMAIL,EMAIL,4121,Sneha,Gupta,,9876503120,,invalid,Delhi,715259
null_blank,Null values detected in column EMAIL,EMAIL,4161,Kavya,Sharma,,9876503160,Other,2018-07-29,Hyderabad,64469
null_blank,Null values detected in column EMAIL,EMAIL,4201,Amit,Joshi,,,Female,2001-08-24,Chennai,78846
null_blank,Null values detected in column EMAIL,EMAIL,4241,Amit,Sharma,,9876503240,,2011-04-20,Hyderabad,693743
null_blank,Null values detected in column EMAIL,EMAIL,4281,Kavya,Kumar,,9876503280,,1977-01-28,Hyderabad,53890
null_blank,Null values detected in column EMAIL,EMAIL,4321,Anjali,Sharma,,9876503320,Male,1972-05-17,Kolkata,78818
null_blank,Null values detected in column EMAIL,EMAIL,4361,Vijay,Mehta,,9876503360,Other,1976-09-05,Hyderabad,700317
null_blank,Null values detected in column EMAIL,EMAIL,4401,Anjali,Mehta,,,Female,2011-05-05,Kolkata,80464
null_blank,Null values detected in column EMAIL,EMAIL,4441,Sameer,Gupta,,9876503440,Other,2002-09-02,Pune,145311
null_blank,Null values detected in column EMAIL,EMAIL,4481,Neha,Singh,,9876503480,Other,1987-01-08,Pune,467309
null_blank,Null values detected in column EMAIL,EMAIL,4521,Sameer,Kumar,,9876503520,,2002-01-03,Hyderabad,58822
null_blank,Null values detected in column EMAIL,EMAIL,4561,Anjali,Gupta,,9876503560,,1997-12-31,Hyderabad,71598
null_blank,Null values detected in column EMAIL,EMAIL,4601,Arjun,Rao,,,Other,1996-04-03,Ahmedabad,853188
null_blank,Null values detected in column EMAIL,EMAIL,4641,Neha,Reddy,,9876503640,Male,2009-01-12,Chennai,59426
null_blank,Null values detected in column EMAIL,EMAIL,4681,Amit,Joshi,,9876503680,Female,1989-12-30,Pune,108987
null_blank,Null values detected in column EMAIL,EMAIL,4721,Arjun,Reddy,,9876503720,,1999-12-12,Delhi,858912
null_blank,Null values detected in column EMAIL,EMAIL,4761,Anjali,Kumar,,9876503760,Female,1977-02-19,Mumbai,37724
null_blank,Null values detected in column EMAIL,EMAIL,4801,Sneha,Joshi,,,,2005-11-10,Pune,67569
null_blank,Null values detected in column EMAIL,EMAIL,4841,Priya,Reddy,,9876503840,Female,1996-08-02,Ahmedabad,582632
null_blank,Null values detected in column EMAIL,EMAIL,4881,Vijay,Joshi,,9876503880,,1974-01-28,Bangalore,41031
