issue_type,issue_detail,columns_involved,EMP_ID,EMP_NAME,EMAIL,PHONE,SALARY,DEPT_ID,JOIN_DATE
null_blank,Null values detected in column EMP_NAME,EMP_NAME,1,,employee1@example.com,9386730183,95968,13,2020-10-21
null_blank,Null values detected in column EMP_NAME,EMP_NAME,2,,employee2@example.com,9911077779,30638,11,2024-05-16
null_blank,Null values detected in column EMP_NAME,EMP_NAME,3,,employee3@example.com,9911081431,87254,10,2021-06-01
null_blank,Null values detected in column EMP_NAME,EMP_NAME,4,,employee4@example.com,9198628151,43474,12,2025-02-19
null_blank,Null values detected in column EMP_NAME,EMP_NAME,5,,employee5@example.com,9830871348,31048,5,2020-10-03
null_blank,Null values detected in column EMP_NAME,EMP_NAME,6,,employee6@example.com,9464877094,115348,7,2020-01-21
null_blank,Null values detected in column EMP_NAME,EMP_NAME,7,,employee7@example.com,9850199508,95446,11,2021-04-17
null_blank,Null values detected in column EMP_NAME,EMP_NAME,8,,employee8@example.com,9228627108,42095,12,2024-05-22
null_blank,Null values detected in column EMP_NAME,EMP_NAME,9,,employee9@example.com,9681748855,120822,20,2023-11-30
null_blank,Null values detected in column EMP_NAME,EMP_NAME,10,,employee10@example.com,9401692801,100033,1,2023-02-09
null_blank,Null values detected in column EMP_NAME,EMP_NAME,11,,employee11@example.com,9362027625,54597,5,2023-08-09
null_blank,Null values detected in column EMP_NAME,EMP_NAME,12,,employee12@example.com,9177979528,121733,15,2023-07-03
null_blank,Null values detected in column EMP_NAME,EMP_NAME,13,,employee13@example.com,9505129493,130524,2,2022-08-13
null_blank,Null values detected in column EMP_NAME,EMP_NAME,14,,employee14@example.com,9136424617,108859,18,2020-10-15
null_blank,Null values detected in column EMP_NAME,EMP_NAME,15,,employee15@example.com,9440314033,56328,5,2021-06-28
null_blank,Null values detected in column EMP_NAME,EMP_NAME,16,,employee16@example.com,9515368379,77860,20,2020-10-26
null_blank,Null values detected in column EMP_NAME,EMP_NAME,17,,employee17@example.com,9311478658,98892,1,2023-05-25
null_blank,Null values detected in column EMP_NAME,EMP_NAME,18,,employee18@example.com,9843741055,132380,9,2020-06-02
null_blank,Null values detected in column EMP_NAME,EMP_NAME,19,,employee19@example.com,9517596506,104984,20,2022-11-14
null_blank,Null values detected in column EMP_NAME,EMP_NAME,20,,employee20@example.com,9839071420,62467,7,2022-05-31
null_blank,Null values detected in column EMP_NAME,EMP_NAME,21,,employee21@example.com,9168292309,67881,14,2024-12-17
null_blank,Null values detected in column EMP_NAME,EMP_NAME,22,,employee22@example.com,9413782424,105462,18,2022-05-29
null_blank,Null values detected in column EMP_NAME,EMP_NAME,23,,employee23@example.com,9819816776,148852,12,2022-03-06
null_blank,Null values detected in column EMP_NAME,EMP_NAME,24,,employee24@example.com,9186915366,99467,20,2020-12-19
null_blank,Null values detected in column EMP_NAME,EMP_NAME,25,,employee25@example.com,9463741267,84927,16,2020-10-25
null_blank,Null values detected in column EMP_NAME,EMP_NAME,26,,employee26@example.com,9256721051,58314,19,2024-10-02
null_blank,Null values detected in column EMP_NAME,EMP_NAME,27,,employee27@example.com,9793766345,95408,4,2021-08-01
null_blank,Null values detected in column EMP_NAME,EMP_NAME,28,,employee28@example.com,9661248380,93617,6,2021-01-23
null_blank,Null values detected in column EMP_NAME,EMP_NAME,29,,employee29@example.com,9478695588,70592,4,2022-08-09
null_blank,Null values detected in column EMP_NAME,EMP_NAME,30,,employee30@example.com,9149509402,133635,6,2025-03-28
null_blank,Null values detected in column EMP_NAME,EMP_NAME,31,,employee31@example.com,9301386845,31246,5,2023-02-24
null_blank,Null values detected in column EMP_NAME,EMP_NAME,32,,employee32@example.com,9461273960,38098,11,2025-02-06
null_blank,Null values detected in column EMP_NAME,EMP_NAME,33,,employee33@example.com,9602000620,88900,7,2024-06-10
null_blank,Null values detected in column EMP_NAME,EMP_NAME,34,,employee34@example.com,9112875319,84377,8,2024-02-28
null_blank,Null values detected in column EMP_NAME,EMP_NAME,35,,employee35@example.com,9703476648,137363,8,2025-06-01
null_blank,Null values detected in column EMP_NAME,EMP_NAME,36,,employee36@example.com,9742735439,86105,9,2020-05-18
null_blank,Null values detected in column EMP_NAME,EMP_NAME,37,,employee37@example.com,9707673149,139580,14,2025-04-23
null_blank,Null values detected in column EMP_NAME,EMP_NAME,38,,employee38@example.com,9721474064,38423,2,2022-01-02
null_blank,Null values detected in column EMP_NAME,EMP_NAME,39,,employee39@example.com,9666599574,111799,5,2023-12-17
null_blank,Null values detected in column EMP_NAME,EMP_NAME,40,,employee40@example.com,9421384169,73000,16,2023-07-17
null_blank,Null values detected in column EMP_NAME,EMP_NAME,41,,employee41@example.com,9931107343,138867,6,2025-05-08
null_blank,Null values detected in column EMP_NAME,EMP_NAME,42,,employee42@example.com,9889381161,148988,18,2025-01-30
null_blank,Null values detected in column EMP_NAME,EMP_NAME,43,,employee43@example.com,9845421199,37220,9,2023-07-04
null_blank,Null values detected in column EMP_NAME,EMP_NAME,44,,employee44@example.com,9837602432,73360,16,2023-05-31
null_blank,Null values detected in column EMP_NAME,EMP_NAME,45,,employee45@example.com,9835789657,53765,5,2025-06-22
null_blank,Null values detected in column EMP_NAME,EMP_NAME,46,,employee46@example.com,9950579532,92586,6,2024-03-29
null_blank,Null values detected in column EMP_NAME,EMP_NAME,47,,employee47@example.com,9755676093,88935,14,2022-12-23
null_blank,Null values detected in column EMP_NAME,EMP_NAME,48,,employee48@example.com,9336175480,122171,19,2022-04-04
null_blank,Null values detected in column EMP_NAME,EMP_NAME,49,,employee49@example.com,9766898532,51673,12,2023-09-04
null_blank,Null values detected in column EMP_NAME,EMP_NAME,50,,employee50@example.com,9838037797,45636,5,2020-02-23
null_blank,Null values detected in column EMP_NAME,EMP_NAME,51,,employee51@example.com,9536208387,120526,3,2024-08-24
null_blank,Null values detected in column EMP_NAME,EMP_NAME,52,,employee52@example.com,9145013377,45753,11,2025-02-18
null_blank,Null values detected in column EMP_NAME,EMP_NAME,53,,employee53@example.com,9720990637,74409,9,2020-11-18
null_blank,Null values detected in column EMP_NAME,EMP_NAME,54,,employee54@example.com,9181148411,59978,3,2020-01-17
null_blank,Null values detected in column EMP_NAME,EMP_NAME,55,,employee55@example.com,9497723493,57049,18,2020-09-04
null_blank,Null values detected in column EMP_NAME,EMP_NAME,56,,employee56@example.com,9417382596,133017,2,2022-10-31
null_blank,Null values detected in column EMP_NAME,EMP_NAME,57,,employee57@example.com,9392825320,41906,18,2021-01-27
null_blank,Null values detected in column EMP_NAME,EMP_NAME,58,,employee58@example.com,9135111265,103752,5,2024-12-12
null_blank,Null values detected in column EMP_NAME,EMP_NAME,59,,employee59@example.com,9699058998,74573,15,2024-11-21
null_blank,Null values detected in column EMP_NAME,EMP_NAME,60,,employee60@example.com,9228589718,49911,6,2022-06-22
