CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,GENDER,DOB,CITY,SALARY
1007,Sameer,Gupta,user6@example.com,9876500006,Other,1998-12-25,Pune,62380
1008,Amit,Gupta,user7@example.com,9876500007,Male,2018-08-16,Ahmedabad,46106
1010,Rakesh,Gupta,user9@example.com,9876500009,Male,2009-05-18,Chennai,34502
1011,Neha,Reddy,user10@example.com,9876500010,Other,2012-04-06,Mumbai,77548
1012,Sneha,Kumar,user11@example.com,9876500011,Female,1978-12-07,Delhi,79560
1013,Sneha,Verma,user12@example.com,9876500012,Female,1982-09-13,Chennai,71070
1014,Sameer,Patel,user13@example.com,9876500013,Female,1977-11-06,Pune,50681
1019,Priya,Kumar,user18@example.com,9876500018,Male,1990-04-14,Kolkata,41863
1020,Kavya,Sharma,user19@example.com,9876500019,Female,2015-09-01,Mumbai,94438
1022,Arjun,Kumar,user21@example.com,9876500021,Female,2050-01-01,Kolkata,37415
1023,Anjali,Verma,user22@example.com,9876500022,Female,1981-01-25,Kolkata,62076
1024,Priya,Rao,user23@example.com,9876500023,Female,1991-03-05,Delhi,96796
1030,Neha,Patel,user29@example.com,9876500029,Male,2002-10-13,Hyderabad,33985
1032,Sameer,Singh,user31@example.com,9876500031,Female,1976-03-11,Bangalore,57902
1033,Rakesh,Gupta,user32@example.com,9876500032,Other,2005-09-19,Mumbai,55248
1034,Sameer,Rao,user33@example.com,9876500033,Other,2018-09-30,Chennai,91840
1035,Amit,Joshi,user34@example.com,9876500034,Female,2009-09-21,Ahmedabad,37900
1037,Vijay,Rao,user36@example.com,9876500036,Female,1988-01-04,Mumbai,19358
1040,Neha,Reddy,user39@example.com,9876500039,Female,1978-04-27,Ahmedabad,38775
1044,Vijay,Sharma,user43@example.com,9876500043,Male,2050-01-01,Ahmedabad,51128
1045,Anjali,Joshi,user44@example.com,9876500044,Male,2005-04-06,Pune,76672
1047,Kavya,Rao,user46@example.com,9876500046,Male,2007-04-30,Chennai,56235
1049,Amit,Rao,user48@example.com,9876500048,Male,1990-11-15,Pune,72889
1054,Kavya,Patel,user53@example.com,9876500053,Other,2015-10-11,Chennai,69264
1055,Sneha,Kumar,user54@example.com,9876500054,Male,1993-01-16,Hyderabad,85296
1057,Kavya,Sharma,user56@example.com,9876500056,Female,1973-06-01,Kolkata,13566
1059,Priya,Kumar,user58@example.com,9876500058,Female,1989-06-21,Kolkata,47128
1060,Anjali,Kumar,user59@example.com,9876500059,Female,1975-03-02,Mumbai,100594
1062,Priya,Verma,user61@example.com,9876500061,Male,1999-06-18,Bangalore,32723
1063,Kavya,Reddy,user62@example.com,9876500062,Other,2019-04-02,Kolkata,64083
1064,Anjali,Reddy,user63@example.com,9876500063,Male,1979-09-17,Pune,77709
1066,Anjali,Patel,user65@example.com,9876500065,Other,2017-08-03,Delhi,48946
1068,Sneha,Reddy,user67@example.com,9876500067,Male,2017-06-30,Kolkata,80310
1069,Amit,Gupta,user68@example.com,9876500068,Other,1997-12-01,Hyderabad,67023
1071,Sneha,Patel,user70@example.com,9876500070,Female,1998-11-07,Hyderabad,66961
1074,Rakesh,Joshi,user73@example.com,9876500073,Female,2006-09-06,Chennai,53733
1075,Sneha,Sharma,user74@example.com,9876500074,Other,1971-07-31,Delhi,33952
1078,Vijay,Rao,user77@example.com,9876500077,Male,2001-10-29,Delhi,67988
1079,Arjun,Patel,user78@example.com,9876500078,Other,2013-05-10,Chennai,101602
1080,Vijay,Reddy,user79@example.com,9876500079,Male,1970-08-17,Pune,62413
1083,Sneha,Verma,user82@example.com,9876500082,Male,1972-09-11,Kolkata,73308
1084,Arjun,Patel,user83@example.com,9876500083,Male,2050-01-01,Pune,67395
1086,Sneha,Sharma,user85@example.com,9876500085,Male,1971-06-16,Hyderabad,62368
1087,Sameer,Kumar,user86@example.com,9876500086,Male,2007-07-17,Chennai,94007
1090,Sameer,Mehta,user89@example.com,9876500089,Female,2016-05-24,Bangalore,83171
1092,Arjun,Reddy,user91@example.com,9876500091,Male,1985-09-14,Pune,87333
1093,Rakesh,Rao,user92@example.com,9876500092,Other,1978-08-12,Kolkata,41405
1094,Anjali,Reddy,user93@example.com,9876500093,Female,1973-07-16,Pune,107632
1095,Amit,Patel,user94@example.com,9876500094,Female,1990-09-12,Pune,68446
1096,Anjali,Mehta,user95@example.com,9876500095,Other,1980-05-09,Mumbai,42175
1097,Vijay,Verma,user96@example.com,9876500096,Other,1976-07-19,Ahmedabad,79980
1099,Vijay,Mehta,user98@example.com,9876500098,Female,2006-02-25,Pune,44502
1102,Arjun,Gupta,user101@example.com,9876500101,Male,1997-01-05,Delhi,76291
1103,Amit,Patel,user102@example.com,9876500102,Female,2016-12-24,Hyderabad,56198
1105,Sneha,Gupta,user104@example.com,9876500104,Female,1990-09-06,Chennai,39990
1108,Sneha,Kumar,user107@example.com,9876500107,Female,2002-12-21,Hyderabad,58032
1109,Priya,Sharma,user108@example.com,9876500108,Other,1992-02-04,Mumbai,78552
1110,Sameer,Joshi,user109@example.com,9876500109,Male,2002-02-08,Hyderabad,59670
1114,Sameer,Singh,user113@example.com,9876500113,Male,1970-04-03,Chennai,88096
1115,Arjun,Singh,user114@example.com,9876500114,Other,1999-12-09,Chennai,72344
1116,Rakesh,Joshi,user115@example.com,9876500115,Other,1974-08-05,Kolkata,89548
1117,Anjali,Joshi,user116@example.com,9876500116,Other,1980-07-31,Pune,58267
1118,Amit,Joshi,user117@example.com,9876500117,Other,2018-09-11,Mumbai,96809
1122,Anjali,Gupta,user121@example.com,9876500121,Female,2017-04-25,Chennai,55616
1123,Sameer,Rao,user122@example.com,9876500122,Male,2011-05-19,Chennai,69550
1124,Amit,Singh,user123@example.com,9876500123,Female,1982-07-24,Mumbai,89954
1125,Arjun,Mehta,user124@example.com,9876500124,Male,2019-01-20,Pune,72533
1127,Neha,Joshi,user126@example.com,9876500126,Male,1974-12-04,Bangalore,89526
1128,Rakesh,Reddy,user127@example.com,9876500127,Other,2007-09-26,Hyderabad,75249
1132,Amit,Mehta,user131@example.com,9876500131,Male,1999-06-10,Mumbai,81861
1133,Sameer,Reddy,user132@example.com,9876500132,Other,1989-04-22,Kolkata,82612
1134,Priya,Rao,user133@example.com,9876500133,Female,1996-12-25,Mumbai,90306
1135,Kavya,Singh,user134@example.com,9876500134,Female,1998-12-29,Hyderabad,73604
1138,Rakesh,Reddy,user137@example.com,9876500137,Male,1971-08-22,Hyderabad,53753
1139,Priya,Rao,user138@example.com,9876500138,Male,2009-05-03,Hyderabad,68241
1140,Neha,Reddy,user139@example.com,9876500139,Female,2015-07-26,Hyderabad,93196
1142,Amit,Gupta,user141@example.com,9876500141,Female,1997-08-24,Kolkata,83106
1143,Vijay,Singh,user142@example.com,9876500142,Female,2006-02-28,Chennai,64547
1145,Arjun,Gupta,user144@example.com,9876500144,Male,1972-03-08,Mumbai,52185
1146,Arjun,Rao,user145@example.com,9876500145,Male,1999-04-14,Mumbai,35764
1147,Vijay,Joshi,user146@example.com,9876500146,Female,1985-08-23,Bangalore,70437
1148,Vijay,Gupta,user147@example.com,9876500147,Other,1990-01-07,Mumbai,57492
1149,Neha,Joshi,user148@example.com,9876500148,Female,1986-03-09,Hyderabad,100683
1153,Priya,Kumar,user152@example.com,9876500152,Other,1994-08-03,Kolkata,25508
1155,Vijay,Joshi,user154@example.com,9876500154,Female,2008-03-14,Kolkata,71277
1156,Rakesh,Kumar,user155@example.com,9876500155,Female,1989-06-12,Kolkata,45139
1157,Arjun,Kumar,user156@example.com,9876500156,Other,2050-01-01,Delhi,68302
1160,Sneha,Reddy,user159@example.com,9876500159,Other,2016-04-07,Kolkata,68724
1162,Sneha,Patel,user161@example.com,9876500161,Male,2011-05-18,Delhi,34382
1163,Vijay,Joshi,user162@example.com,9876500162,Other,1975-05-06,Kolkata,47638
1165,Arjun,Mehta,user164@example.com,9876500164,Female,1994-07-19,Bangalore,74809
1167,Anjali,Reddy,user166@example.com,9876500166,Male,1994-08-08,Kolkata,73503
1169,Amit,Gupta,user168@example.com,9876500168,Female,1986-05-10,Kolkata,26940
1170,Kavya,Sharma,user169@example.com,9876500169,Other,2018-09-20,Chennai,49801
1172,Arjun,Singh,user171@example.com,9876500171,Male,1973-02-11,Ahmedabad,52592
1177,Arjun,Joshi,user176@example.com,9876500176,Female,2011-06-26,Hyderabad,81360
1180,Priya,Verma,user179@example.com,9876500179,Female,1982-09-11,Bangalore,57541
1182,Rakesh,Reddy,user181@example.com,9876500181,Female,2018-03-30,Pune,57241
1183,Arjun,Kumar,user182@example.com,9876500182,Other,1999-12-13,Ahmedabad,103384
1184,Arjun,Reddy,user183@example.com,9876500183,Female,1981-07-10,Kolkata,79614
1186,Kavya,Kumar,user185@example.com,9876500185,Other,1976-06-04,Mumbai,93141
1187,Rakesh,Joshi,user186@example.com,9876500186,Other,2008-04-15,Ahmedabad,80504
1188,Anjali,Patel,user187@example.com,9876500187,Male,1972-11-08,Kolkata,55655
1190,Amit,Singh,user189@example.com,9876500189,Other,1992-06-13,Chennai,88959
1191,Neha,Gupta,user190@example.com,9876500190,Other,1980-03-20,Bangalore,99552
1193,Sneha,Kumar,user192@example.com,9876500192,Other,1989-12-29,Kolkata,82393
1197,Rakesh,Verma,user196@example.com,9876500196,Male,1996-02-17,Bangalore,28707
1200,Priya,Gupta,user199@example.com,9876500199,Female,2017-01-05,Mumbai,36928
1202,Arjun,Gupta,user201@example.com,9876500201,Other,1993-02-27,Ahmedabad,66627
1203,Vijay,Reddy,user202@example.com,9876500202,Other,1983-12-11,Pune,61891
1205,Sameer,Joshi,user204@example.com,9876500204,Female,1991-12-22,Hyderabad,76591
1206,Neha,Patel,user205@example.com,9876500205,Other,2007-10-31,Chennai,50097
1209,Anjali,Rao,user208@example.com,9876500208,Male,1987-08-31,Chennai,11788
1215,Vijay,Verma,user214@example.com,9876500214,Male,1988-06-24,Bangalore,66913
1216,Arjun,Joshi,user215@example.com,9876500215,Male,1989-03-07,Delhi,59810
1218,Amit,Kumar,user217@example.com,9876500217,Male,2005-04-07,Kolkata,41027
1219,Kavya,Reddy,user218@example.com,9876500218,Male,2003-07-23,Ahmedabad,64948
