issue_type,issue_detail,columns_involved,EMP_ID,EMP_NAME,EMAIL,PHONE,SALARY,DEPT_ID,JOIN_DATE
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,351,Employee_351,invalid_email,9207583467,135199,16,2023-06-09
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,352,Employee_352,invalid_email,9855226758,94450,18,2022-02-15
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,353,Employee_353,invalid_email,9653769034,106220,9,2023-06-25
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,354,Employee_354,invalid_email,9681846393,76512,1,2023-12-31
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,355,Employee_355,invalid_email,9780876038,135821,4,2020-09-22
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,356,Employee_356,invalid_email,9627322234,60925,5,2022-12-23
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,357,Employee_357,invalid_email,9410070147,71841,2,2022-10-04
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,358,Employee_358,invalid_email,9579141290,106717,16,2021-11-06
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,359,Employee_359,invalid_email,9141367754,82524,16,2021-01-06
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,360,Employee_360,invalid_email,9474025472,87602,15,2021-04-28
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,361,Employee_361,invalid_email,9983976497,51447,11,2024-02-18
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,362,Employee_362,invalid_email,9128282508,51811,2,2021-11-17
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,363,Employee_363,invalid_email,9873284410,66417,11,2022-11-13
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,364,Employee_364,invalid_email,9137912769,143034,13,2023-07-27
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,365,Employee_365,invalid_email,9610343516,142390,18,2022-05-11
pattern_violations,Regex pattern validation failed for column EMAIL,EMAIL,366,Employee_366,invalid_email,9549975218,82022,3,2025-01-01
